week_end,geography,pathogen,demographics_type,demographics_values,percent_visits
2024-03-30,United States,COVID-19,Race/Ethnicity,"White, NH",0.6
2024-03-30,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",0.7
2024-03-30,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",0.5
2024-03-30,United States,COVID-19,Race/Ethnicity,"Black, NH",0.6
2024-03-16,United States,COVID-19,Sex,Male,0.7
2024-03-16,United States,COVID-19,Sex,Invalid,0
2024-03-16,United States,COVID-19,Sex,Other,0
2024-03-16,United States,COVID-19,Sex,Female,0.8
2024-03-16,United States,COVID-19,Age Group,18-64 years,0.6
2024-03-16,United States,COVID-19,Age Group,65+ years,1.3
2024-03-16,United States,COVID-19,Age Group,5-17 years,0.4
2024-03-16,United States,COVID-19,Age Group,0-4 years,1.2
2024-03-16,United States,COVID-19,Race/Ethnicity,Hispanic,0.7
2024-03-16,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",0.6
2024-03-16,United States,COVID-19,Race/Ethnicity,"White, NH",0.9
2024-03-16,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",0.9
2024-03-16,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",0.7
2024-03-16,United States,COVID-19,Race/Ethnicity,"Black, NH",0.7
2023-04-22,United States,COVID-19,Sex,Male,0.7
2023-04-22,United States,COVID-19,Sex,Invalid,0.1
2023-04-22,United States,COVID-19,Sex,Other,0
2023-04-22,United States,COVID-19,Sex,Female,0.8
2023-04-22,United States,COVID-19,Age Group,18-64 years,0.6
2023-04-22,United States,COVID-19,Age Group,65+ years,1.4
2023-04-22,United States,COVID-19,Age Group,5-17 years,0.3
2023-04-22,United States,COVID-19,Age Group,0-4 years,0.9
2023-04-22,United States,COVID-19,Race/Ethnicity,Hispanic,0.8
2023-04-22,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",0.6
2023-04-22,United States,COVID-19,Race/Ethnicity,"White, NH",0.8
2023-04-22,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.2
2023-04-22,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.2
2023-04-22,United States,COVID-19,Race/Ethnicity,"Black, NH",0.6
2023-12-23,United States,COVID-19,Sex,Male,2.6
2023-12-23,United States,COVID-19,Sex,Invalid,0.1
2023-12-23,United States,COVID-19,Sex,Other,3.3
2023-12-23,United States,COVID-19,Sex,Female,3
2023-12-23,United States,COVID-19,Age Group,18-64 years,2.3
2023-12-23,United States,COVID-19,Age Group,65+ years,4.4
2023-12-23,United States,COVID-19,Age Group,5-17 years,1.4
2023-12-23,United States,COVID-19,Age Group,0-4 years,3.3
2023-12-23,United States,COVID-19,Race/Ethnicity,Hispanic,2.3
2023-12-23,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",2.4
2023-12-23,United States,COVID-19,Race/Ethnicity,"White, NH",3.2
2023-12-23,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.9
2023-12-23,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.2
2023-12-23,United States,COVID-19,Race/Ethnicity,"Black, NH",2.4
2022-11-05,United States,COVID-19,Sex,Male,1.6
2022-11-05,United States,COVID-19,Sex,Invalid,0
2022-11-05,United States,COVID-19,Sex,Other,0
2022-11-05,United States,COVID-19,Sex,Female,1.8
2022-11-05,United States,COVID-19,Age Group,18-64 years,1.5
2022-11-05,United States,COVID-19,Age Group,65+ years,3
2022-11-05,United States,COVID-19,Age Group,5-17 years,0.7
2022-11-05,United States,COVID-19,Age Group,0-4 years,1.4
2022-11-05,United States,COVID-19,Race/Ethnicity,Hispanic,1.4
2022-11-05,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.6
2022-11-05,United States,COVID-19,Race/Ethnicity,"White, NH",2
2022-11-05,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.1
2022-11-05,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.2
2022-11-05,United States,COVID-19,Race/Ethnicity,"Black, NH",1.3
2023-09-16,United States,COVID-19,Sex,Male,1.9
2023-09-16,United States,COVID-19,Sex,Invalid,0.2
2023-09-16,United States,COVID-19,Sex,Other,0
2023-09-16,United States,COVID-19,Sex,Female,2.2
2023-09-16,United States,COVID-19,Age Group,18-64 years,1.7
2023-09-16,United States,COVID-19,Age Group,65+ years,3
2023-09-16,United States,COVID-19,Age Group,5-17 years,1.2
2023-09-16,United States,COVID-19,Age Group,0-4 years,3
2023-09-16,United States,COVID-19,Race/Ethnicity,Hispanic,2.1
2023-09-16,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.8
2023-09-16,United States,COVID-19,Race/Ethnicity,"White, NH",2.1
2023-09-16,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.7
2023-09-16,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.1
2023-09-16,United States,COVID-19,Race/Ethnicity,"Black, NH",2
2022-10-29,United States,COVID-19,Sex,Male,1.6
2022-10-29,United States,COVID-19,Sex,Invalid,0
2022-10-29,United States,COVID-19,Sex,Other,0
2022-10-29,United States,COVID-19,Sex,Female,1.7
2022-10-29,United States,COVID-19,Age Group,18-64 years,1.4
2022-10-29,United States,COVID-19,Age Group,65+ years,3
2022-10-29,United States,COVID-19,Age Group,5-17 years,0.7
2022-10-29,United States,COVID-19,Age Group,0-4 years,1.4
2022-10-29,United States,COVID-19,Race/Ethnicity,Hispanic,1.2
2022-10-29,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.6
2022-10-29,United States,COVID-19,Race/Ethnicity,"White, NH",2
2022-10-29,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.1
2022-10-29,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.8
2022-10-29,United States,COVID-19,Race/Ethnicity,"Black, NH",1.3
2023-09-09,United States,COVID-19,Sex,Male,2.2
2023-09-09,United States,COVID-19,Sex,Invalid,0.2
2023-09-09,United States,COVID-19,Sex,Other,3.7
2023-09-09,United States,COVID-19,Sex,Female,2.6
2023-09-09,United States,COVID-19,Age Group,18-64 years,2.1
2023-09-09,United States,COVID-19,Age Group,65+ years,3.2
2023-09-09,United States,COVID-19,Age Group,5-17 years,1.8
2023-09-09,United States,COVID-19,Age Group,0-4 years,3.6
2023-09-09,United States,COVID-19,Race/Ethnicity,Hispanic,2.6
2023-09-09,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",2.3
2023-09-09,United States,COVID-19,Race/Ethnicity,"White, NH",2.3
2023-09-09,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",3.2
2023-09-09,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.2
2023-09-09,United States,COVID-19,Race/Ethnicity,"Black, NH",2.6
2022-10-22,United States,COVID-19,Sex,Male,1.6
2022-10-22,United States,COVID-19,Sex,Invalid,0
2022-10-22,United States,COVID-19,Sex,Other,0
2022-10-22,United States,COVID-19,Sex,Female,1.7
2022-10-22,United States,COVID-19,Age Group,18-64 years,1.4
2022-10-22,United States,COVID-19,Age Group,65+ years,2.9
2022-10-22,United States,COVID-19,Age Group,5-17 years,0.6
2022-10-22,United States,COVID-19,Age Group,0-4 years,1.3
2022-10-22,United States,COVID-19,Race/Ethnicity,Hispanic,1.2
2022-10-22,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.4
2022-10-22,United States,COVID-19,Race/Ethnicity,"White, NH",2
2022-10-22,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.1
2022-10-22,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.9
2022-10-22,United States,COVID-19,Race/Ethnicity,"Black, NH",1.2
2023-08-12,United States,COVID-19,Sex,Male,1.4
2023-08-12,United States,COVID-19,Sex,Invalid,0.1
2023-08-12,United States,COVID-19,Sex,Other,0
2023-08-12,United States,COVID-19,Sex,Female,1.7
2023-08-12,United States,COVID-19,Age Group,18-64 years,1.3
2023-08-12,United States,COVID-19,Age Group,65+ years,2.1
2023-08-12,United States,COVID-19,Age Group,5-17 years,1.2
2023-08-12,United States,COVID-19,Age Group,0-4 years,3
2023-08-12,United States,COVID-19,Race/Ethnicity,Hispanic,1.9
2023-08-12,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.5
2023-08-12,United States,COVID-19,Race/Ethnicity,"White, NH",1.4
2023-08-12,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.1
2023-08-12,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.4
2023-08-12,United States,COVID-19,Race/Ethnicity,"Black, NH",1.8
2024-01-06,United States,COVID-19,Sex,Male,2.9
2024-01-06,United States,COVID-19,Sex,Invalid,0.2
2024-01-06,United States,COVID-19,Sex,Other,13.3
2024-01-06,United States,COVID-19,Sex,Female,3.3
2024-01-06,United States,COVID-19,Age Group,18-64 years,2.6
2024-01-06,United States,COVID-19,Age Group,65+ years,4.8
2024-01-06,United States,COVID-19,Age Group,5-17 years,1.2
2024-01-06,United States,COVID-19,Age Group,0-4 years,3.9
2024-01-06,United States,COVID-19,Race/Ethnicity,Hispanic,2.8
2024-01-06,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",2.8
2024-01-06,United States,COVID-19,Race/Ethnicity,"White, NH",3.4
2024-01-06,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",3.8
2024-01-06,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.7
2024-01-06,United States,COVID-19,Race/Ethnicity,"Black, NH",2.8
2024-01-20,United States,COVID-19,Sex,Male,2.2
2024-01-20,United States,COVID-19,Sex,Invalid,0.2
2024-01-20,United States,COVID-19,Sex,Other,11.5
2024-01-20,United States,COVID-19,Sex,Female,2.4
2024-01-20,United States,COVID-19,Age Group,18-64 years,1.8
2024-01-20,United States,COVID-19,Age Group,65+ years,3.3
2024-01-20,United States,COVID-19,Age Group,5-17 years,1.4
2024-01-20,United States,COVID-19,Age Group,0-4 years,3.8
2024-01-20,United States,COVID-19,Race/Ethnicity,Hispanic,2.2
2024-01-20,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",2.1
2024-01-20,United States,COVID-19,Race/Ethnicity,"White, NH",2.3
2024-01-20,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.7
2024-01-20,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.1
2024-01-20,United States,COVID-19,Race/Ethnicity,"Black, NH",2.3
2024-01-27,United States,COVID-19,Sex,Male,2
2024-01-27,United States,COVID-19,Sex,Invalid,0.1
2024-01-27,United States,COVID-19,Sex,Other,0
2024-01-27,United States,COVID-19,Sex,Female,2.2
2024-01-27,United States,COVID-19,Age Group,18-64 years,1.7
2024-01-27,United States,COVID-19,Age Group,65+ years,2.9
2024-01-27,United States,COVID-19,Age Group,5-17 years,1.5
2024-01-27,United States,COVID-19,Age Group,0-4 years,3.6
2024-01-27,United States,COVID-19,Race/Ethnicity,Hispanic,2.2
2024-01-27,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.8
2024-01-27,United States,COVID-19,Race/Ethnicity,"White, NH",2.1
2024-01-27,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.4
2024-01-27,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.1
2024-01-27,United States,COVID-19,Race/Ethnicity,"Black, NH",2.2
2023-03-18,United States,COVID-19,Sex,Male,1.2
2023-03-18,United States,COVID-19,Sex,Invalid,0.1
2023-03-18,United States,COVID-19,Sex,Other,3.6
2023-03-18,United States,COVID-19,Sex,Female,1.3
2023-03-18,United States,COVID-19,Age Group,18-64 years,1
2023-03-18,United States,COVID-19,Age Group,65+ years,2.1
2023-03-18,United States,COVID-19,Age Group,5-17 years,0.5
2023-03-18,United States,COVID-19,Age Group,0-4 years,1.4
2023-03-18,United States,COVID-19,Race/Ethnicity,Hispanic,1.1
2023-03-18,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1
2023-03-18,United States,COVID-19,Race/Ethnicity,"White, NH",1.4
2023-03-18,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.5
2023-03-18,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.7
2023-03-18,United States,COVID-19,Race/Ethnicity,"Black, NH",1
2023-10-07,United States,COVID-19,Sex,Male,1.4
2023-10-07,United States,COVID-19,Sex,Invalid,0.1
2023-10-07,United States,COVID-19,Sex,Other,6.9
2023-10-07,United States,COVID-19,Sex,Female,1.6
2023-10-07,United States,COVID-19,Age Group,18-64 years,1.2
2023-10-07,United States,COVID-19,Age Group,65+ years,2.6
2023-10-07,United States,COVID-19,Age Group,5-17 years,0.6
2023-10-07,United States,COVID-19,Age Group,0-4 years,1.8
2023-10-07,United States,COVID-19,Race/Ethnicity,Hispanic,1.3
2023-10-07,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.3
2023-10-07,United States,COVID-19,Race/Ethnicity,"White, NH",1.7
2023-10-07,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2
2023-10-07,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.7
2023-10-07,United States,COVID-19,Race/Ethnicity,"Black, NH",1.2
2024-05-11,United States,COVID-19,Sex,Male,0.3
2024-05-11,United States,COVID-19,Sex,Invalid,0
2024-05-11,United States,COVID-19,Sex,Other,0
2024-05-11,United States,COVID-19,Sex,Female,0.4
2024-05-11,United States,COVID-19,Age Group,18-64 years,0.3
2024-05-11,United States,COVID-19,Age Group,65+ years,0.6
2024-05-11,United States,COVID-19,Age Group,5-17 years,0.1
2024-05-11,United States,COVID-19,Age Group,0-4 years,0.4
2024-05-11,United States,COVID-19,Race/Ethnicity,Hispanic,0.4
2024-05-11,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",0.3
2024-05-11,United States,COVID-19,Race/Ethnicity,"White, NH",0.3
2024-05-11,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",0.7
2024-05-11,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",0.3
2024-05-11,United States,COVID-19,Race/Ethnicity,"Black, NH",0.3
2023-11-11,United States,COVID-19,Sex,Male,1.4
2023-11-11,United States,COVID-19,Sex,Invalid,0.1
2023-11-11,United States,COVID-19,Sex,Other,0
2023-11-11,United States,COVID-19,Sex,Female,1.6
2023-11-11,United States,COVID-19,Age Group,18-64 years,1.3
2023-11-11,United States,COVID-19,Age Group,65+ years,2.4
2023-11-11,United States,COVID-19,Age Group,5-17 years,0.7
2023-11-11,United States,COVID-19,Age Group,0-4 years,1.8
2023-11-11,United States,COVID-19,Race/Ethnicity,Hispanic,1.3
2023-11-11,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.1
2023-11-11,United States,COVID-19,Race/Ethnicity,"White, NH",1.7
2023-11-11,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.7
2023-11-11,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.3
2023-11-11,United States,COVID-19,Race/Ethnicity,"Black, NH",1.2
2024-06-01,United States,COVID-19,Sex,Male,0.5
2024-06-01,United States,COVID-19,Sex,Invalid,0
2024-06-01,United States,COVID-19,Sex,Other,0
2024-06-01,United States,COVID-19,Sex,Female,0.5
2024-06-01,United States,COVID-19,Age Group,18-64 years,0.4
2024-06-01,United States,COVID-19,Age Group,65+ years,0.8
2024-06-01,United States,COVID-19,Age Group,5-17 years,0.2
2024-06-01,United States,COVID-19,Age Group,0-4 years,0.7
2024-06-01,United States,COVID-19,Race/Ethnicity,Hispanic,0.6
2024-06-01,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",0.5
2024-06-01,United States,COVID-19,Race/Ethnicity,"White, NH",0.5
2024-06-01,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.3
2024-06-01,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",0.6
2024-06-01,United States,COVID-19,Race/Ethnicity,"Black, NH",0.4
2023-10-28,United States,COVID-19,Sex,Male,1.3
2023-10-28,United States,COVID-19,Sex,Invalid,0.1
2023-10-28,United States,COVID-19,Sex,Other,0
2023-10-28,United States,COVID-19,Sex,Female,1.4
2023-10-28,United States,COVID-19,Age Group,18-64 years,1.1
2023-10-28,United States,COVID-19,Age Group,65+ years,2.3
2023-10-28,United States,COVID-19,Age Group,5-17 years,0.6
2023-10-28,United States,COVID-19,Age Group,0-4 years,1.8
2023-10-28,United States,COVID-19,Race/Ethnicity,Hispanic,1.2
2023-10-28,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.1
2023-10-28,United States,COVID-19,Race/Ethnicity,"White, NH",1.6
2023-10-28,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.6
2023-10-28,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.3
2023-10-28,United States,COVID-19,Race/Ethnicity,"Black, NH",1
2024-07-06,United States,COVID-19,Sex,Male,1.3
2024-07-06,United States,COVID-19,Sex,Invalid,8.3
2024-07-06,United States,COVID-19,Sex,Other,0
2024-07-06,United States,COVID-19,Sex,Female,1.5
2024-07-06,United States,COVID-19,Age Group,18-64 years,1.1
2024-07-06,United States,COVID-19,Age Group,65+ years,2.1
2024-07-06,United States,COVID-19,Age Group,5-17 years,0.6
2024-07-06,United States,COVID-19,Age Group,0-4 years,2.6
2024-07-06,United States,COVID-19,Race/Ethnicity,Hispanic,1.8
2024-07-06,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.3
2024-07-06,United States,COVID-19,Race/Ethnicity,"White, NH",1.2
2024-07-06,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.2
2024-07-06,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.2
2024-07-06,United States,COVID-19,Race/Ethnicity,"Black, NH",1.4
2024-05-18,United States,COVID-19,Sex,Male,0.3
2024-05-18,United States,COVID-19,Sex,Invalid,0
2024-05-18,United States,COVID-19,Sex,Other,0
2024-05-18,United States,COVID-19,Sex,Female,0.4
2024-05-18,United States,COVID-19,Age Group,18-64 years,0.3
2024-05-18,United States,COVID-19,Age Group,65+ years,0.7
2024-05-18,United States,COVID-19,Age Group,5-17 years,0.2
2024-05-18,United States,COVID-19,Age Group,0-4 years,0.5
2024-05-18,United States,COVID-19,Race/Ethnicity,Hispanic,0.4
2024-05-18,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",0.3
2024-05-18,United States,COVID-19,Race/Ethnicity,"White, NH",0.4
2024-05-18,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",0.8
2024-05-18,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",0.5
2024-05-18,United States,COVID-19,Race/Ethnicity,"Black, NH",0.3
2022-12-31,United States,COVID-19,Sex,Male,3.7
2022-12-31,United States,COVID-19,Sex,Invalid,0.1
2022-12-31,United States,COVID-19,Sex,Other,0
2022-12-31,United States,COVID-19,Sex,Female,3.9
2022-12-31,United States,COVID-19,Age Group,18-64 years,3.2
2022-12-31,United States,COVID-19,Age Group,65+ years,5.8
2022-12-31,United States,COVID-19,Age Group,5-17 years,1.4
2022-12-31,United States,COVID-19,Age Group,0-4 years,4.2
2022-12-31,United States,COVID-19,Race/Ethnicity,Hispanic,3.7
2022-12-31,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",3.4
2022-12-31,United States,COVID-19,Race/Ethnicity,"White, NH",4
2022-12-31,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",4.4
2022-12-31,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.9
2022-12-31,United States,COVID-19,Race/Ethnicity,"Black, NH",3.6
2024-06-29,United States,COVID-19,Sex,Male,1
2024-06-29,United States,COVID-19,Sex,Invalid,0
2024-06-29,United States,COVID-19,Sex,Other,4
2024-06-29,United States,COVID-19,Sex,Female,1.1
2024-06-29,United States,COVID-19,Age Group,18-64 years,0.9
2024-06-29,United States,COVID-19,Age Group,65+ years,1.7
2024-06-29,United States,COVID-19,Age Group,5-17 years,0.4
2024-06-29,United States,COVID-19,Age Group,0-4 years,1.9
2024-06-29,United States,COVID-19,Race/Ethnicity,Hispanic,1.4
2024-06-29,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1
2024-06-29,United States,COVID-19,Race/Ethnicity,"White, NH",1
2024-06-29,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.9
2024-06-29,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1
2024-06-29,United States,COVID-19,Race/Ethnicity,"Black, NH",1.1
2023-07-15,United States,Combined,Sex,Male,0.8
2023-07-15,United States,Combined,Sex,Invalid,0.1
2023-07-15,United States,Combined,Sex,Other,0
2023-07-15,United States,Combined,Sex,Female,0.9
2023-07-15,United States,Combined,Age Group,18-64 years,0.7
2023-07-15,United States,Combined,Age Group,65+ years,1.1
2023-07-15,United States,Combined,Age Group,5-17 years,0.6
2023-07-15,United States,Combined,Age Group,0-4 years,1.9
2023-07-15,United States,Combined,Race/Ethnicity,Hispanic,1.2
2023-07-15,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",0.8
2023-07-15,United States,Combined,Race/Ethnicity,"White, NH",0.7
2023-07-15,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",1.5
2023-07-15,United States,Combined,Race/Ethnicity,"AI/AN, NH",0.9
2023-07-15,United States,Combined,Race/Ethnicity,"Black, NH",0.9
2023-02-25,United States,Combined,Sex,Male,2.1
2023-02-25,United States,Combined,Sex,Invalid,0.2
2023-02-25,United States,Combined,Sex,Other,4.2
2023-02-25,United States,Combined,Sex,Female,2.2
2023-02-25,United States,Combined,Age Group,18-64 years,1.7
2023-02-25,United States,Combined,Age Group,65+ years,3.1
2023-02-25,United States,Combined,Age Group,5-17 years,1.5
2023-02-25,United States,Combined,Age Group,0-4 years,3.4
2023-02-25,United States,Combined,Race/Ethnicity,Hispanic,2.1
2023-02-25,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",1.8
2023-02-25,United States,Combined,Race/Ethnicity,"White, NH",2.3
2023-02-25,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",2.5
2023-02-25,United States,Combined,Race/Ethnicity,"AI/AN, NH",2.8
2023-02-25,United States,Combined,Race/Ethnicity,"Black, NH",2
2024-05-25,United States,Combined,Sex,Male,0.7
2024-05-25,United States,Combined,Sex,Invalid,0
2024-05-25,United States,Combined,Sex,Other,0
2024-05-25,United States,Combined,Sex,Female,0.7
2024-05-25,United States,Combined,Age Group,18-64 years,0.5
2024-05-25,United States,Combined,Age Group,65+ years,0.9
2024-05-25,United States,Combined,Age Group,5-17 years,0.8
2024-05-25,United States,Combined,Age Group,0-4 years,1.4
2024-05-25,United States,Combined,Race/Ethnicity,Hispanic,0.9
2024-05-25,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",0.7
2024-05-25,United States,Combined,Race/Ethnicity,"White, NH",0.6
2024-05-25,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",1.4
2024-05-25,United States,Combined,Race/Ethnicity,"AI/AN, NH",0.8
2024-05-25,United States,Combined,Race/Ethnicity,"Black, NH",0.7
2024-04-20,United States,Combined,Sex,Male,1.1
2024-04-20,United States,Combined,Sex,Invalid,0
2024-04-20,United States,Combined,Sex,Other,0
2024-04-20,United States,Combined,Sex,Female,1.1
2024-04-20,United States,Combined,Age Group,18-64 years,0.8
2024-04-20,United States,Combined,Age Group,65+ years,1
2024-04-20,United States,Combined,Age Group,5-17 years,1.6
2024-04-20,United States,Combined,Age Group,0-4 years,2.4
2024-04-20,United States,Combined,Race/Ethnicity,Hispanic,1.3
2024-04-20,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",1
2024-04-20,United States,Combined,Race/Ethnicity,"White, NH",1
2024-04-20,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",1.7
2024-04-20,United States,Combined,Race/Ethnicity,"AI/AN, NH",1.4
2024-04-20,United States,Combined,Race/Ethnicity,"Black, NH",1.1
2023-11-25,United States,Combined,Sex,Male,4.6
2023-11-25,United States,Combined,Sex,Invalid,0.6
2023-11-25,United States,Combined,Sex,Other,0
2023-11-25,United States,Combined,Sex,Female,4.5
2023-11-25,United States,Combined,Age Group,18-64 years,2.9
2023-11-25,United States,Combined,Age Group,65+ years,4
2023-11-25,United States,Combined,Age Group,5-17 years,6.7
2023-11-25,United States,Combined,Age Group,0-4 years,13.7
2023-11-25,United States,Combined,Race/Ethnicity,Hispanic,5.7
2023-11-25,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",4.2
2023-11-25,United States,Combined,Race/Ethnicity,"White, NH",4.2
2023-11-25,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",5.2
2023-11-25,United States,Combined,Race/Ethnicity,"AI/AN, NH",4.4
2023-11-25,United States,Combined,Race/Ethnicity,"Black, NH",4.9
2023-07-29,United States,Combined,Sex,Male,1.1
2023-07-29,United States,Combined,Sex,Invalid,0
2023-07-29,United States,Combined,Sex,Other,0
2023-07-29,United States,Combined,Sex,Female,1.3
2023-07-29,United States,Combined,Age Group,18-64 years,1
2023-07-29,United States,Combined,Age Group,65+ years,1.5
2023-07-29,United States,Combined,Age Group,5-17 years,0.9
2023-07-29,United States,Combined,Age Group,0-4 years,2.8
2023-07-29,United States,Combined,Race/Ethnicity,Hispanic,1.5
2023-07-29,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",1.1
2023-07-29,United States,Combined,Race/Ethnicity,"White, NH",1
2023-07-29,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",1.8
2023-07-29,United States,Combined,Race/Ethnicity,"AI/AN, NH",1
2023-07-29,United States,Combined,Race/Ethnicity,"Black, NH",1.4
2023-06-24,United States,Combined,Sex,Male,0.7
2023-06-24,United States,Combined,Sex,Invalid,0
2023-06-24,United States,Combined,Sex,Other,0
2023-06-24,United States,Combined,Sex,Female,0.8
2023-06-24,United States,Combined,Age Group,18-64 years,0.6
2023-06-24,United States,Combined,Age Group,65+ years,0.9
2023-06-24,United States,Combined,Age Group,5-17 years,0.6
2023-06-24,United States,Combined,Age Group,0-4 years,1.6
2023-06-24,United States,Combined,Race/Ethnicity,Hispanic,1
2023-06-24,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",0.6
2023-06-24,United States,Combined,Race/Ethnicity,"White, NH",0.6
2023-06-24,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",1.3
2023-06-24,United States,Combined,Race/Ethnicity,"AI/AN, NH",0.8
2023-06-24,United States,Combined,Race/Ethnicity,"Black, NH",0.8
2023-11-18,United States,Combined,Sex,Male,3.9
2023-11-18,United States,Combined,Sex,Invalid,0.6
2023-11-18,United States,Combined,Sex,Other,0
2023-11-18,United States,Combined,Sex,Female,3.8
2023-11-18,United States,Combined,Age Group,18-64 years,2.4
2023-11-18,United States,Combined,Age Group,65+ years,3.3
2023-11-18,United States,Combined,Age Group,5-17 years,5.7
2023-11-18,United States,Combined,Age Group,0-4 years,12.3
2023-11-18,United States,Combined,Race/Ethnicity,Hispanic,4.9
2023-11-18,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",3.4
2023-11-18,United States,Combined,Race/Ethnicity,"White, NH",3.4
2023-11-18,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",4
2023-11-18,United States,Combined,Race/Ethnicity,"AI/AN, NH",4.1
2023-11-18,United States,Combined,Race/Ethnicity,"Black, NH",4.2
2023-03-04,United States,Combined,Sex,Male,1.8
2023-03-04,United States,Combined,Sex,Invalid,0.1
2023-03-04,United States,Combined,Sex,Other,10.5
2023-03-04,United States,Combined,Sex,Female,1.9
